ESTAÇÃO	CONSTANTE	            H	          GR	REFERENCIADA
60135      L2                  3.16         75.11        S
60135      LAMBD2              0.67         62.20        S
60135      M2                  36.47        88.34        S
60135      M3                  7.60         228.71       S
60135      M4                  6.97         187.69       S
60135      MK3                 2.90         126.30       S
60135      MK4                 0.92         285.21       S
60135      MKS2                0.86         99.02        S
60135      MN4                 3.15         142.36       S
60135      MNU4                0.66         160.07       S
60135      MO3                 3.80         12.06        S
60135      MS4                 2.84         271.21       S
60135      MST2                0.53         145.29       S
60135      MU2                 2.69         120.17       S
60135      N2                  5.86         159.76       S
60135      N4                  0.86         110.45       S
60135      NO3                 1.09         357.49       S
60135      NU2                 0.75         147.24       S
60135      O1                  10.35        80.50        S
60135      OQ2                 0.59         27.03        S
60135      P1                  2.14         137.14       S
60135      Q1                  2.88         67.92        S
60135      RO1                 1.15         105.10       S
60135      S1                  0.66         75.19        S
60135      S2                  24.35        91.50        S
60135      S3                  1.87         317.09       S
60135      SIGMA1              0.51         46.56        S
60135      SK3                 1.84         305.75       S
60135      SK4                 0.60         290.24       S
60135      SL4                 0.54         10.42        S
60135      SO3                 2.90         153.88       S
60135      SP3                 1.51         313.20       S
60135      SQ3                 0.58         129.10       S
60135      T2                  1.05         134.92       S
60139      2MK5                1.27         174.59       N
60139      2MN6                1.39         245.06       S
60139      2MNK7               1.42         102.30       S
60139      2MS6                1.79         285.55       S
60139      2N2                 1.52         228.18       S
60139      2SM6                1.16         342.84       S
60139      3MN8                0.87         30.70        S
60139      3MS8                1.20         204.04       S
60139      K1                  7.14         169.28       S
60139      K2                  9.52         104.90       S
60139      L2                  4.55         63.10        S
60139      M1                  2.63         118.57       S
60139      M2                  54.88        102.46       S
60139      M3                  19.61        273.95       S
60139      M4                  26.92        290.74       S
60139      M6                  1.96         252.05       S
60139      MK3                 9.93         139.80       S
60139      MN4                 10.13        236.84       S
60139      MNK5                2.18         242.69       S
60139      MS4                 11.23        36.61        S
60139      MSM5                2.02         288.39       S
60139      N2                  11.50        165.32       S
60139      N4                  3.41         350.42       S
60139      NU2                 2.19         156.90       S
60139      O1                  12.52        88.31        S
60139      P1                  2.36         163.21       S
60139      Q1                  2.58         64.03        S
60139      S2                  35.00        104.72       S
60139      S4                  2.84         324.53       S
60139      SN4                 5.20         356.75       S
60139      T2                  2.07         104.63       S
60220      2MK6                0.20         122.90       S
60220      2MN6                0.40         119.20       S
60220      2MS6                0.50         142.30       S
60220      2N2                 2.30         141.30       S
60220      2Q1                 0.80         6.70         S
60220      2SM2                1.10         266.70       S
60220      2SM6                0.40         142.20       S
60220      FI1                 0.10         214.00       S
60220      J1                  0.10         193.10       S
60220      K1                  7.00         133.20       S
60220      K2                  9.00         63.10        S
60220      L2                  2.50         86.10        S
60220      M1                  0.80         331.70       S
60220      M2                  38.50        77.20        S
60220      M3                  10.90        217.00       S
60220      M4                  16.90        198.10       S
60220      M6                  0.40         127.80       S
60220      MF                  7.50         167.50       S
60220      MK3                 3.90         117.10       S
60220      MK4                 2.70         279.10       S
60220      MM                  1.10         51.70        S
60220      MN4                 6.90         151.50       S
60220      MO3                 7.50         18.00        S
60220      MS4                 7.90         292.60       S
60220      MSF                 4.50         240.10       S
60220      MSK6                0.40         163.80       S
60220      MSN6                0.30         154.50       S
60220      MU2                 2.50         111.90       S
60220      N2                  6.80         149.90       S
60220      NU2                 1.10         168.10       S
60220      O1                  11.50        73.80        S
60220      OO1                 0.20         159.70       S
60220      P1                  2.40         127.70       S
60220      PI1                 0.40         141.50       S
60220      PSI1                0.10         173.50       S
60220      Q1                  3.50         53.40        S
60220      S1                  1.50         120.30       S
60220      S2                  25.00        75.60        S
60220      SA                  9.80         111.80       S
60220      SIGMA1              0.60         48.40        S
60220      SK4                 1.10         269.00       S
60220      SN4                 1.20         251.70       S
60220      SO1                 0.20         5.30         S
60220      SSA                 8.50         132.40       S
60220      T2                  1.90         52.70        S
60230      2MK5                0.64         356.74       N
60230      2MKS4               1.03         337.90       S
60230      2MO5                0.74         251.40       S
60230      2MP3                0.69         20.44        S
60230      2MSK4               1.09         127.46       S
60230      2MST4               1.21         21.59        S
60230      2MTS4               0.88         68.29        S
60230      2N2                 1.37         155.79       S
60230      2SK2                0.63         338.28       S
60230      3MN4                0.66         326.84       S
60230      K1                  6.19         135.52       S
60230      K2                  5.11         49.82        S
60230      K1J2                0.82         223.46       S
60230      L2                  1.57         81.28        S
60230      M1                  0.56         238.68       S
60230      M2                  22.89        74.88        S
60230      M3                  4.14         183.06       S
60230      M4                  5.37         126.38       S
60230      MF                  8.78         186.49       S
60230      MK3                 1.54         83.92        S
60230      MK4                 0.79         189.06       S
60230      MKS2                2.08         279.76       S
60230      MN4                 1.99         73.21        S
60230      MNU4                0.94         83.49        S
60230      MO3                 2.45         340.22       S
60230      MP1                 1.01         130.26       S
60230      MS4                 3.68         211.64       S
60230      MSN2                0.60         219.79       S
60230      MSNK4               0.69         59.19        S
60230      MST2                2.05         307.85       S
60230      MTS2                2.03         35.18        S
60230      MU2                 1.67         121.29       S
60230      N2                  3.78         156.77       S
60230      N4                  0.64         5.25         S
60230      NU2                 0.98         161.48       S
60230      O1                  10.10        83.13        S
60230      OP2                 2.48         240.85       S
60230      P1                  2.26         130.38       S
60230      Q1                  2.72         58.08        S
60230      RO1                 1.13         81.08        S
60230      S1                  1.30         125.04       S
60230      S2                  15.58        66.64        S
60230      S3                  1.57         232.47       S
60230      SIGMA1              0.81         56.70        S
60230      SK3                 1.02         252.70       S
60230      SN4                 0.64         156.25       S
60230      SO3                 1.34         96.82        S
60230      SP3                 1.04         236.71       S
60230      SQ3                 0.60         180.46       S
60245      2MS6                1.10         284.10       S
60245      2N2                 1.50         135.00       S
60245      2Q1                 0.80         2.30         S
60245      2SM2                1.10         249.10       S
60245      K1                  6.90         136.50       S
60245      K2                  5.50         59.20        S
60245      L2                  1.30         81.90        S
60245      M1                  0.80         208.60       S
60245      M2                  25.10        70.00        S
60245      M3                  5.00         180.80       S
60245      M4                  8.70         110.20       S
60245      MF                  6.70         173.70       S
60245      MK3                 1.50         84.80        S
60245      MK4                 1.50         224.40       S
60245      MM                  2.00         125.30       S
60245      MN4                 3.70         56.00        S
60245      MO3                 3.20         334.40       S
60245      MS4                 5.00         218.00       S
60245      MSF                 4.20         270.30       S
60245      N2                  5.00         152.00       S
60245      O1                  11.70        77.40        S
60245      P1                  2.40         128.50       S
60245      Q1                  3.60         48.00        S
60245      RO1                 7.40         96.30        S
60245      S1                  0.90         111.40       S
60245      S2                  17.30        67.10        S
60245      SA                  5.20         271.90       S
60245      SIGMA1              1.20         42.90        S
60245      SK3                 2.90         229.20       S
60245      SN4                 1.00         195.00       S
60245      SO3                 1.60         162.30       S
60245      SSA                 17.10        50.00        S
60250      2N2                 0.90         130.20       S
60250      2Q1                 0.70         13.30        S
60250      J1                  0.30         169.90       S
60250      K1                  6.70         131.00       S
60250      K2                  3.40         45.30        S
60250      K1J2                0.50         240.90       S
60250      L2                  2.30         295.40       S
60250      M1                  0.70         103.30       S
60250      M2                  13.20        62.60        S
60250      M3                  1.40         155.20       S
60250      M4                  3.10         355.20       S
60250      MF                  3.10         125.80       S
60250      MK3                 0.70         11.70        S
60250      MM                  2.80         185.00       S
60250      MN4                 0.40         343.90       S
60250      MS4                 1.20         78.50        S
60250      MSF                 3.10         87.90        S
60250      MU2                 1.10         94.00        S
60250      N2                  3.80         155.80       S
60250      NU2                 0.50         190.00       S
60250      O1                  11.20        71.80        S
60250      OQ2                 0.40         350.30       S
60250      P1                  1.90         117.80       S
60250      Q1                  3.30         47.90        S
60250      R2                  0.40         101.10       S
60250      RO1                 0.40         38.40        S
60250      S1                  0.90         127.00       S
60250      S2                  10.00        56.30        S
60250      SA                  4.00         30.80        S
60250      SIGMA1              0.60         11.30        S
60250      SK3                 0.40         223.50       S
60250      SSA                 7.40         286.70       S
60370      2MK6                0.30         220.00       S
60370      2MN6                0.40         150.70       S
60370      2MS6                0.70         258.30       S
60370      2N2                 1.00         160.40       S
60370      2SM6                0.20         346.30       S
60370      K1                  4.70         134.10       S
60370      K2                  1.30         14.20        S
60370      K1J2                0.50         202.30       S
60370      M2                  3.40         229.70       S
60370      M3                  1.00         161.30       S
60370      M4                  4.60         110.60       S
60370      M6                  0.40         206.90       S
60370      MF                  5.60         118.50       S
60370      MK3                 0.60         330.40       S
60370      MN4                 2.30         65.00        S
60370      MO3                 0.40         307.60       S
60370      MS4                 1.40         182.00       S
60370      MSF                 4.60         243.20       S
60370      MSK6                0.20         340.00       S
60370      MSN6                0.20         261.20       S
60370      MU2                 0.60         146.70       S
60370      N2                  4.10         193.32       S
60370      NU2                 1.00         227.30       S
60370      O1                  10.80        71.70        S
60370      P1                  1.40         136.40       S
60370      Q1                  3.00         30.90        S
60370      RO1                 0.70         74.90        S
60370      S1                  0.80         168.30       S
60370      S2                  3.50         26.80        S
60370      SA                  5.30         177.30       S
60370      SIGMA1              0.90         154.40       S
60370      SK3                 0.40         44.40        S
60370      SN4                 0.60         105.10       S
60370      SSA                 27.40        83.80        S
60370      T2                  0.30         223.30       S
70120      K1                  8.80         167.90       S
70120      K2                  0.70         283.90       S
70120      M2                  14.60        263.30       S
70120      M6                  0.20         5.80         S
70120      N2                  3.90         239.40       S
70120      O1                  7.30         166.00       S
70120      P1                  2.90         168.30       S
70120      Q1                  1.40         172.50       S
70120      S2                  2.40         284.20       S
70220      2N2                 0.20         353.20       S
70220      2Q1                 0.20         170.10       S
70220      J1                  0.60         168.70       S
70220      K1                  9.80         169.20       S
70220      K2                  0.20         342.40       S
70220      L2                  0.20         7.90         S
70220      M1                  0.70         167.70       S
70220      M2                  5.00         25.40        S
70220      M3                  0.10         227.00       S
70220      M4                  0.60         17.70        S
70220      M6                  0.10         126.10       S
70220      MU2                 0.30         24.90        S
70220      N2                  1.60         8.80         S
70220      NU2                 0.30         24.90        S
70220      O1                  6.90         164.10       S
70220      OO1                 0.30         171.30       S
70220      P1                  2.80         168.60       S
70220      Q1                  0.90         158.60       S
70220      RO1                 0.30         170.30       S
70220      S1                  1.10         107.40       S
70220      S2                  0.80         18.80        S
70320      K1                  9.70         165.10       S
70320      M2                  7.60         352.40       S
70320      M4                  0.20         178.60       S
70320      M6                  0.10         131.80       S
70320      N2                  2.40         329.70       S
70320      O1                  5.80         163.10       S
70320      P1                  3.00         165.00       S
70320      S2                  1.60         256.70       S
70320      SA                  4.70         171.40       S
70320      SSA                 4.20         101.50       S
70420      2MS6                2.70         237.50       S
70420      2N2                 3.90         129.50       S
70420      K1                  10.30        216.60       S
70420      K2                  6.20         181.00       S
70420      L2                  4.40         169.60       S
70420      LAMBD2              2.70         146.00       S
70420      M2                  85.80        160.80       S
70420      M3                  3.40         307.30       S
70420      M4                  6.80         238.70       S
70420      M6                  3.10         214.70       S
70420      MF                  2.80         10.40        S
70420      MK3                 2.30         303.00       S
70420      MKS2                3.80         310.00       S
70420      MM                  3.10         9.40         S
70420      MN4                 2.50         231.20       S
70420      MO3                 3.90         291.80       S
70420      MS4                 4.90         277.90       S
70420      MSF                 4.10         18.10        S
70420      MSN2                2.10         7.20         S
70420      MU2                 2.80         291.20       S
70420      N2                  16.60        145.70       S
70420      NU2                 4.30         139.30       S
70420      O1                  8.40         208.30       S
70420      OP2                 3.30         135.20       S
70420      P1                  2.20         235.10       S
70420      R2                  2.30         218.70       S
70420      S1                  2.10         134.10       S
70420      S2                  24.70        184.80       S
70420      SA                  3.60         83.50        S
70420      SSA                 3.30         82.90        S
70520      K1                  8.00         203.40       S
70520      K2                  5.30         146.70       S
70520      M2                  96.20        118.40       S
70520      N2                  18.60        120.50       S
70520      O1                  11.80        184.20       S
70520      P1                  2.70         203.80       S
70520      Q1                  2.30         191.70       S
70520      S2                  19.50        147.00       S
70620      2MK6                0.40         130.60       S
70620      2MN6                0.70         328.20       S
70620      2MS6                0.70         94.80        S
70620      2N2                 1.10         309.50       S
70620      2SM6                0.40         188.40       S
70620      J1                  0.50         228.40       S
70620      K1                  2.40         315.20       S
70620      K2                  1.30         121.10       S
70620      L2                  0.80         170.60       S
70620      M1                  0.60         298.30       S
70620      M2                  13.60        29.80        S
70620      M4                  3.90         180.50       S
70620      M6                  0.80         18.90        S
70620      MF                  2.50         305.60       S
70620      MK4                 0.60         256.60       S
70620      MM                  3.90         307.60       S
70620      MN4                 2.00         146.60       S
70620      MS4                 1.30         267.80       S
70620      MSF                 6.10         113.50       S
70620      MSN6                0.40         97.40        S
70620      MU2                 0.70         305.00       S
70620      N2                  5.50         351.60       S
70620      NU2                 0.90         344.30       S
70620      O1                  7.80         139.20       S
70620      P1                  1.10         244.60       S
70620      Q1                  3.10         103.70       S
70620      S1                  0.40         48.20        S
70620      S2                  3.80         105.60       S
70620      S4                  0.50         25.30        S
70620      SA                  5.30         314.40       S
70620      SN4                 0.50         193.10       S
70620      SSA                 2.40         205.60       S
70620      T2                  0.70         31.20        S
70720      2MN6                0.60         357.20       S
70720      2N2                 1.12         130.30       S
70720      2SM2                0.60         205.10       S
70720      J1                  0.54         40.30        S
70720      K1                  9.79         32.90        S
70720      K2                  2.64         335.80       S
70720      L2                  2.68         253.30       S
70720      LAMBD2              1.28         255.40       S
70720      M2                  27.33        214.50       S
70720      M4                  2.79         325.20       S
70720      M6                  0.60         40.30        S
70720      MF                  4.30         219.20       S
70720      MK3                 0.75         106.00       S
70720      MM                  2.67         69.10        S
70720      MN4                 1.91         300.20       S
70720      MO3                 1.89         359.00       S
70720      MP1                 0.85         137.60       S
70720      MS4                 1.13         52.10        S
70720      MSF                 0.63         37.90        S
70720      MSN2                1.07         168.00       S
70720      N2                  10.01        174.60       S
70720      NU2                 2.01         184.10       S
70720      O1                  15.58        225.50       S
70720      P1                  4.12         21.50        S
70720      PI1                 1.17         306.00       S
70720      PSI1                1.68         85.80        S
70720      Q1                  3.67         177.00       S
70720      RO1                 1.46         175.70       S
70720      S1                  8.29         230.10       S
70720      S2                  4.76         308.10       S
70720      SA                  6.59         299.20       S
70720      SO1                 0.58         357.90       S
70720      SO3                 0.60         138.20       S
70720      SSA                 2.89         38.80        S
70720      TETA1               0.71         141.30       S
70730      2MK6                0.38         223.20       S
70730      2MN6                0.65         130.00       S
70730      2MS6                0.96         198.90       S
70730      2N2                 1.30         166.20       S
70730      2Q1                 1.81         329.80       S
70730      2SM2                0.27         256.40       S
70730      2SM6                0.27         313.50       S
70730      FI1                 0.39         194.30       S
70730      J1                  0.40         164.60       S
70730      K1                  16.29        123.60       S
70730      K2                  2.18         290.00       S
70730      K1J2                0.26         158.20       S
70730      L2                  2.72         268.30       S
70730      LAMBD2              0.92         234.20       S
70730      M1                  0.77         28.30        S
70730      M2                  36.47        216.80       S
70730      M3                  1.55         176.10       S
70730      M4                  4.09         8.40         S
70730      M6                  0.75         125.60       S
70730      MF                  5.01         317.20       S
70730      MK3                 1.57         268.30       S
70730      MK4                 0.48         62.60        S
70730      MKS2                0.53         350.30       S
70730      MM                  0.62         310.00       S
70730      MN4                 2.49         341.60       S
70730      MNS2                0.41         221.80       S
70730      MO3                 0.51         190.00       S
70730      MP1                 0.58         83.30        S
70730      MS4                 1.87         57.70        S
70730      MSF                 6.24         22.00        S
70730      MSK6                0.33         280.50       S
70730      MSN2                0.56         135.60       S
70730      MSN6                0.42         175.30       S
70730      MU2                 0.57         332.60       S
70730      N2                  10.04        178.20       S
70730      NU2                 2.23         190.30       S
70730      O1                  18.18        28.80        S
70730      OO1                 0.72         344.00       S
70730      OP2                 0.67         118.40       S
70730      OQ2                 0.27         91.30        S
70730      P1                  3.91         109.70       S
70730      PI1                 0.79         125.90       S
70730      PSI1                0.40         334.40       S
70730      Q1                  3.33         348.60       S
70730      QUI1                0.44         25.20        S
70730      R2                  0.20         89.20        S
70730      RO1                 1.03         1.90         S
70730      S1                  1.25         102.40       S
70730      S2                  6.61         281.20       S
70730      S4                  0.37         174.90       S
70730      SA                  5.31         35.50        S
70730      SIGMA1              0.52         104.80       S
70730      SK4                 1.04         75.00        S
70730      SO1                 0.78         43.80        S
70730      SO3                 0.49         288.20       S
70730      SSA                 3.21         159.80       S
70730      TETA1               0.54         239.20       S
